numero_de_cliente	cantidad_votos	detalle_modelos
1332468778	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1332504730	3	V3_1s + V3_2q + V3_4m
1332546447	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1332623962	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1332649487	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1332706371	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1332728984	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1332952281	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1332998669	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1333333623	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1333387073	3	V3_1s + V3_2q + V3_4q
1333784239	4	V3_1s + V3_2q + V3_4m + V3_4q
1333861318	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1333949491	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1333962617	4	V3_1s + V3_3q + V3_4m + V3_4q
1334115324	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1334165137	3	V3_1s + V3_2q + V3_4m
1334198313	4	V3_1s + V3_2q + V3_4m + V3_4q
1334226315	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1334265555	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1334279919	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1334341397	4	V3_1s + V3_2q + V3_3q + V3_4m
1334496512	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1334583293	4	V3_1s + V3_2q + V3_3q + V3_4m
1334815787	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1334834387	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1334902423	4	V3_1s + V3_2q + V3_3q + V3_4m
1334931740	4	V3_1s + V3_2q + V3_3q + V3_4q
1335036608	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1335080511	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1335086053	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1335217539	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1335229068	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1335244892	3	V3_1s + V3_4m + V3_4q
1335430418	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1335625132	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1335756841	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1335877464	4	V3_1s + V3_3q + V3_4m + V3_4q
1336217081	4	V3_1s + V3_2q + V3_3q + V3_4q
1336237722	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1336361770	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1336376065	4	V3_1s + V3_2q + V3_4m + V3_4q
1336482684	3	V3_1s + V3_3q + V3_4m
1336498798	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1336639115	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1336724512	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1336953206	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1337134428	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1337312225	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1337332720	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1337480620	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1337728426	4	V3_1s + V3_2q + V3_3q + V3_4m
1337772397	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1338198513	3	V3_1s + V3_2q + V3_4q
1338443689	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1338468778	3	V3_2q + V3_3q + V3_4m
1338471545	3	V3_1s + V3_3q + V3_4m
1338695799	3	V3_1s + V3_2q + V3_4q
1338770188	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1338964903	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1339044681	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1339135911	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1339145757	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1339397432	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1339430617	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1339433965	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1339601557	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1339799406	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1339831276	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1339910183	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1339979534	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1340115982	4	V3_1s + V3_2q + V3_4m + V3_4q
1340191533	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1340259432	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1340303771	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1340394343	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1340396675	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1340621731	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1340621876	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1340653891	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1340704062	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1340747897	4	V3_2q + V3_3q + V3_4m + V3_4q
1340891339	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1341026693	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1341065199	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1341123252	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1341317019	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1341467028	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1341539300	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1341540316	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1341703527	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1341926030	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1341977080	4	V3_2q + V3_3q + V3_4m + V3_4q
1342094929	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1342116150	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1342131393	4	V3_1s + V3_2q + V3_3q + V3_4m
1342136645	4	V3_1s + V3_2q + V3_4m + V3_4q
1342589157	3	V3_1s + V3_4m + V3_4q
1342681916	4	V3_1s + V3_2q + V3_3q + V3_4q
1342711019	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1342764623	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1342932788	4	V3_1s + V3_2q + V3_3q + V3_4m
1343094616	4	V3_1s + V3_2q + V3_4m + V3_4q
1343265043	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1343758836	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1343786616	4	V3_1s + V3_2q + V3_3q + V3_4m
1343843943	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1343915190	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1344126754	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1344290913	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1344330870	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1344725628	3	V3_1s + V3_3q + V3_4m
1344885048	3	V3_1s + V3_2q + V3_4m
1344940983	4	V3_1s + V3_2q + V3_4m + V3_4q
1345129131	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1345313273	4	V3_1s + V3_2q + V3_3q + V3_4m
1345376134	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1345396706	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1345481301	4	V3_1s + V3_2q + V3_4m + V3_4q
1345547082	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1345696143	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1345710294	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1346499357	3	V3_1s + V3_2q + V3_4m
1346629024	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1346661987	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1346682038	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1346904328	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1347568540	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1347637387	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1347773032	4	V3_1s + V3_2q + V3_3q + V3_4m
1347881914	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1347888259	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1347950394	4	V3_1s + V3_2q + V3_3q + V3_4q
1347969497	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1347997644	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1348412018	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1348718535	4	V3_1s + V3_2q + V3_3q + V3_4m
1348745657	3	V3_1s + V3_4m + V3_4q
1348934974	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1349230184	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1349409877	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1349434822	3	V3_1s + V3_3q + V3_4q
1349573456	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1349977471	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1350024798	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1350123620	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1350164602	3	V3_3q + V3_4m + V3_4q
1350251092	4	V3_1s + V3_2q + V3_4m + V3_4q
1350649565	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1350745176	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1350986705	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1351081368	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1351186168	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1351192000	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1351306714	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1351672446	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1351711677	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1351796707	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1351838424	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1352048305	4	V3_1s + V3_3q + V3_4m + V3_4q
1352358759	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1352475078	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1352540569	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1352671321	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1352691381	4	V3_1s + V3_2q + V3_3q + V3_4m
1352754532	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1352816890	4	V3_2q + V3_3q + V3_4m + V3_4q
1352860348	4	V3_1s + V3_2q + V3_3q + V3_4m
1353129017	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1353190640	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1353564680	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1353594868	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1353715056	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1353718703	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1353821752	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1353911231	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1354142922	4	V3_2q + V3_3q + V3_4m + V3_4q
1354219712	3	V3_1s + V3_3q + V3_4m
1354275937	3	V3_2q + V3_3q + V3_4q
1354294093	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1354404802	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1354496613	3	V3_2q + V3_3q + V3_4m
1354614393	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1354700012	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1354761558	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1354812386	4	V3_1s + V3_2q + V3_3q + V3_4q
1354860525	4	V3_1s + V3_2q + V3_3q + V3_4m
1354887212	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1354981362	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1355032848	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1355153831	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1355158280	3	V3_1s + V3_2q + V3_4q
1355312593	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1355357085	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1355360364	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1355386837	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1355562440	4	V3_1s + V3_2q + V3_3q + V3_4m
1355586582	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1355643977	4	V3_1s + V3_2q + V3_3q + V3_4m
1355730177	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1355734404	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1355743081	4	V3_1s + V3_2q + V3_4m + V3_4q
1355760656	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1355924969	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1355997889	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1356164824	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1356218496	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1356284133	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1356296968	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1356314176	3	V3_1s + V3_2q + V3_4m
1356521145	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1356610769	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1356660581	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1356667729	4	V3_1s + V3_2q + V3_3q + V3_4q
1356703827	3	V3_1s + V3_2q + V3_4q
1356895620	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1356918891	3	V3_1s + V3_2q + V3_4q
1356933913	3	V3_1s + V3_2q + V3_4q
1356996406	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1357120455	3	V3_1s + V3_2q + V3_4q
1357326262	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1357397577	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1357693735	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1357694248	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1357741652	3	V3_3q + V3_4m + V3_4q
1357904061	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1358116427	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1358193284	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1358284224	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1358503738	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1358541296	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1358802227	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1358914465	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1358991109	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1359057036	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1359153518	4	V3_1s + V3_2q + V3_4m + V3_4q
1359393305	4	V3_1s + V3_2q + V3_3q + V3_4q
1359410512	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1359555927	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1359564757	3	V3_1s + V3_2q + V3_4q
1360235972	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1364497905	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1364849563	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1365042595	4	V3_1s + V3_2q + V3_3q + V3_4q
1365360922	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1365913417	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1366782130	3	V3_1s + V3_2q + V3_4q
1367726898	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1367858820	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1368020136	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1368962427	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1369669167	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1370294583	3	V3_3q + V3_4m + V3_4q
1370395591	4	V3_1s + V3_2q + V3_3q + V3_4m
1371203843	4	V3_1s + V3_2q + V3_4m + V3_4q
1371449164	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1371613033	3	V3_1s + V3_2q + V3_4q
1371641478	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1372057526	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1372131693	4	V3_1s + V3_2q + V3_3q + V3_4m
1373085360	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1373172217	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1373847958	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1376470630	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1376546625	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1377049094	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1378588945	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1378835436	3	V3_1s + V3_2q + V3_4m
1381758869	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1382363653	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1382389468	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1382419144	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1382501774	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1382527590	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1382574917	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1382696711	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1382829213	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1383057626	3	V3_1s + V3_3q + V3_4q
1383060469	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1383104150	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1383244757	3	V3_3q + V3_4m + V3_4q
1383311486	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1383453835	4	V3_1s + V3_2q + V3_4m + V3_4q
1383658686	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1383685749	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1383710685	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1383737892	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1383962726	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1384053734	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1384135340	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1384137236	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1384295050	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1384446374	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1384908656	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1384915001	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1384991867	4	V3_1s + V3_2q + V3_3q + V3_4m
1385027093	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1385749802	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1385874508	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1385895584	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1385920597	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1386036550	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1386110495	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1386271375	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1386294783	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1386320675	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1386472358	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1386691505	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1386808849	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1387080285	3	V3_1s + V3_2q + V3_4q
1387104862	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1387466212	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1387732174	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1387798758	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1387941619	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1388155736	4	V3_1s + V3_2q + V3_4m + V3_4q
1388449853	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1388653679	4	V3_1s + V3_3q + V3_4m + V3_4q
1388746079	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1388750161	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1388983680	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1389032536	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1389064552	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1389069735	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1389094381	4	V3_1s + V3_2q + V3_4m + V3_4q
1389137703	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1389231119	3	V3_1s + V3_2q + V3_4q
1389303459	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1389431453	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1389715066	4	V3_1s + V3_2q + V3_3q + V3_4q
1390179021	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1390664138	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1390713438	4	V3_2q + V3_3q + V3_4m + V3_4q
1390838357	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1391131159	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1391210578	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1391269212	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1391382833	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1391385096	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1391433295	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1391447223	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1391494994	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1391505788	4	V3_1s + V3_2q + V3_4m + V3_4q
1391564636	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1391698385	3	V3_1s + V3_2q + V3_4m
1391744038	4	V3_1s + V3_2q + V3_4m + V3_4q
1391885806	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1392080017	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1392088617	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1392581539	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1392634921	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1392781941	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1392791275	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1392814827	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1392956160	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1393009106	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1393277621	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1395651103	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1397167333	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1401362102	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1403820102	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1405525359	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1409077786	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1409139912	4	V3_1s + V3_2q + V3_3q + V3_4m
1413784127	4	V3_1s + V3_2q + V3_4m + V3_4q
1414297101	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1416846485	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1417375641	3	V3_1s + V3_2q + V3_4q
1418249819	3	V3_1s + V3_3q + V3_4m
1419102699	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1419339788	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1421600307	4	V3_1s + V3_2q + V3_4m + V3_4q
1421819744	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1423684267	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1426186913	3	V3_1s + V3_3q + V3_4q
1427363663	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1429494002	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1429569997	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1429803584	4	V3_1s + V3_2q + V3_3q + V3_4m
1431781361	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1431970320	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1433791307	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1433848848	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1434423802	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1434749491	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1435000363	4	V3_1s + V3_2q + V3_3q + V3_4q
1435053309	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1435085248	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1435110414	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1435128057	4	V3_1s + V3_2q + V3_3q + V3_4m
1435176922	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1435361713	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1435384839	3	V3_1s + V3_2q + V3_4m
1435436683	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1435628486	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1435674797	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1435727521	3	V3_1s + V3_3q + V3_4m
1436016822	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1436074362	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
1436157206	5	V3_1s + V3_2q + V3_3q + V3_4m + V3_4q
